ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
CAN902,CAN,902,Pangnirtung,PANGNIRTUNG,1096,1176,1259,25.54,16.96,20.30,-3.34,2.93,1.06,1.87,66.14355932,-65.68930836
ISL903,ISL,903,?safjor?ur,ISAFJORDUR,2969,2995,3021,188.17,21.15,20.81,0.34,0.86,0.91,-0.05,66.08331146,-23.18911937
ISL904,ISL,904,Siglufjör?ur,SIGLUFJORDUR,1883,1702,1539,77.62,16.83,14.70,2.13,0.65,0.77,-0.12,66.13655849,-18.91085184
SWE913,SWE,913,Arjeplog,ARJEPLOG,2293,2135,1988,61.35,20.38,19.63,0.75,8.10,9.40,-1.30,66.06274935,17.90186909
NOR917,NOR,917,Sandnessj?en,SANDNESSJOEN,4984,5251,5593,124.20,19.51,18.54,0.97,3.91,5.40,-1.49,66.01149127,12.57945549
ISL920,ISL,920,?lafsfjör?ur,OLAFSFJORDUR,1350,1197,1060,47.71,14.30,14.89,-0.59,-0.19,-0.59,0.40,66.0679407,-18.66562744
ISL923,ISL,923,Húsavík,HUSAVIK,2641,2535,2433,47.54,20.10,21.50,-1.40,1.68,1.51,0.17,66.04015728,-17.30441296
FIN927,FIN,927,Kuusamo,KUUSAMO,18126,18687,17729,190.29,22.07,21.82,0.25,5.99,6.03,-0.04,65.98996117,29.1701334
RUS932,RUS,932,Inta,INTA,50690,50595,50500,14.90,29.75,29.72,0.03,6.69,4.95,1.74,66.04036809,60.16083857
ISL940,ISL,940,Dalvík,DALVIK,2177,2101,2027,46.11,16.34,15.17,1.17,-1.05,-0.66,-0.40,65.97108377,-18.59024573
NOR943,NOR,943,Mosj?en,MOSJOEN,8332,8778,9351,269.99,21.17,22.20,-1.02,1.59,1.56,0.04,65.86155816,13.24157137
SWE948,SWE,948,Töre,TORE,1560,1393,1244,45.11,21.05,21.28,-0.22,7.63,7.82,-0.19,65.91481908,22.64344376
SWE949,SWE,949,Kalix,KALIX,9156,8817,8495,293.39,21.21,21.11,0.10,7.18,7.33,-0.15,65.85272349,23.23925844
SWE966,SWE,966,Luleå,LULEA,77759,78025,77522,911.49,21.16,21.10,0.06,8.61,8.48,0.13,65.68992511,21.94076339
SWE967,SWE,967,Sävast,SAVAST,3280,3211,3143,73.94,20.91,20.96,-0.05,8.70,8.36,0.35,65.86084883,22.28688747
ISL982,ISL,982,Sau?árkrókur,SAUDARKROKUR,3083,2845,2626,54.20,19.87,20.94,-1.07,0.95,0.84,0.11,65.73653051,-19.65051039
ISL984,ISL,984,Akureyrí,AKUREYRI,14307,14895,15507,225.82,20.52,20.60,-0.08,-0.30,-0.23,-0.07,65.67421539,-18.10687181
SWE992,SWE,992,Älvsbyn,ALVSBYN,5561,5365,5176,112.81,22.17,22.56,-0.39,7.61,7.07,0.54,65.67823896,20.96790133
SWE1006,SWE,1006,Arvidsjaur,ARVIDSJAUR,5465,5087,4735,154.56,21.21,20.99,0.22,5.50,5.33,0.17,65.59159187,19.21887336
GRL1007,GRL,1007,Tasiilaq,TASIILAQ,1465,1587,1719,14.15,19.48,18.60,0.88,-1.26,-1.68,0.41,65.61549909,-37.6212809
SWE1018,SWE,1018,Sorsele,SORSELE,1432,1392,1353,75.72,21.58,21.27,0.31,7.04,6.29,0.75,65.53774802,17.52391565
NOR1024,NOR,1024,Br?nn?ysund,BRONNOYSUND,3748,3949,4207,150.43,22.22,19.89,2.33,0.30,3.78,-3.48,65.4024568,12.23591497
SWE1025,SWE,1025,Piteå,PITEA,27176,26817,26469,466.29,22.01,21.85,0.16,8.54,8.24,0.30,65.34415904,21.41697459
GRL1030,GRL,1030,Maniitsoq,MANIITSOQ,3135,3039,2946,6.33,20.07,15.60,4.47,-0.07,2.00,-2.06,65.43163012,-52.93186964
FIN1047,FIN,1047,Oulu,OULU,135720,149176,185935,1337.33,22.25,22.47,-0.22,7.69,6.97,0.72,65.00482862,25.57909157
ISL1055,ISL,1055,Egilssta?ir,EGILSSTADIR,1583,1597,1611,85.07,23.91,24.45,-0.53,0.92,-0.08,1.01,65.25807378,-14.40149509
ISL1066,ISL,1066,Neskaupsta?ur,NESKAUPSTADUR,1614,1518,1428,50.85,22.09,21.63,0.46,3.15,1.81,1.34,65.14178666,-13.7224443
RUS1069,RUS,1069,Pecora,PECORA,57284,57691,58100,7.89,29.54,28.20,1.34,7.71,6.90,0.80,65.14749242,57.21708901
SWE1075,SWE,1075,Storuman,STORUMAN,2723,2570,2426,84.46,20.94,20.54,0.41,6.05,5.71,0.34,65.08839451,17.13057848
ISL1080,ISL,1080,Stykkishólmur,STYKKISHOLMUR,1320,1282,1246,15.63,16.31,15.89,0.42,2.93,3.61,-0.68,65.05423466,-22.73323097
SWE1088,SWE,1088,Jörn,JORN,1396,1188,1011,67.36,21.91,21.81,0.09,5.86,5.47,0.39,65.0532839,20.05810181
USA1105,USA,1105,Fairbanks,FAIRBANKS,48946,49191,50276,1232.21,26.55,26.41,0.13,6.78,5.45,1.33,64.80668248,-147.5387312
NOR1120,NOR,1120,Kolvereid,KOLVEREID,1671,1606,1512,57.20,23.51,21.97,1.54,1.38,2.09,-0.71,64.87123324,11.59727482
SWE1121,SWE,1121,Skellefteå,SKELLEFTEA,44152,44321,43454,766.96,22.47,21.92,0.55,8.11,8.07,0.04,64.72775829,20.97494006
FIN1122,FIN,1122,Suomussalmi,SUOMUSSALMI,12509,12124,11003,128.64,22.44,22.83,-0.39,7.75,6.45,1.30,64.88205168,28.91640867
ISL1128,ISL,1128,?lafsvík,OLAFSVIK,941,990,1041,49.87,19.16,21.54,-2.38,3.19,3.18,0.01,64.89092653,-23.77374592
NOR1131,NOR,1131,R?rvik,RORVIK,2243,2363,2517,76.77,22.44,19.85,2.59,0.57,2.11,-1.53,64.85609873,11.25478801
SWE1133,SWE,1133,Boliden,BOLIDEN,2198,1894,1632,83.49,20.99,21.88,-0.88,7.68,6.79,0.89,64.87206929,20.37599243
RUS1157,RUS,1157,Archangel,ARCHANGEL,435032,422205,409317,1038.27,25.36,24.99,0.37,9.61,9.08,0.53,64.53176448,40.5886186
FIN1160,FIN,1160,Raahe,RAAHE,20852,20322,19807,261.58,23.09,22.65,0.44,8.02,7.46,0.56,64.59570348,24.45492129
RUS1162,RUS,1162,Kostomuk?a,KOSTOMUKSA,32211,32163,31800,358.44,23.15,23.01,0.14,5.94,5.10,0.84,64.64264783,30.69161842
SWE1178,SWE,1178,Vilhelmina,VILHELMINA,4384,4105,3844,85.36,20.54,20.98,-0.45,6.49,5.61,0.88,64.63305533,16.66508192
SWE1188,SWE,1188,Lycksele,LYCKSELE,9824,9240,8691,153.68,22.17,22.06,0.11,7.73,7.25,0.48,64.58171262,18.68655131
USA1202,USA,1202,Nome,NOME,3500,3502,3505,138.52,26.48,27.94,-1.46,4.71,3.88,0.83,64.52005074,-165.4079478
ISL1210,ISL,1210,Borgarnes,BORGARNES,1615,1686,1759,32.07,21.16,22.71,-1.55,3.58,2.48,1.10,64.55330364,-21.93303419
SWE1211,SWE,1211,Burträsk,BURTRASK,1877,1782,1692,70.86,22.24,22.23,0.00,8.61,8.15,0.46,64.52251841,20.64787226
NOR1222,NOR,1222,Namsos,NAMSOS,8973,9339,9800,427.94,23.68,24.08,-0.40,0.43,0.55,-0.12,64.45667629,11.89987561
FIN1250,FIN,1250,Kajaani,KAJAANI,29587,29624,31238,366.93,23.81,23.29,0.52,5.77,6.95,-1.17,64.26951011,27.84963092
ISL1261,ISL,1261,Akranes,AKRANES,4586,4989,5428,22.47,20.26,20.13,0.13,0.49,3.62,-3.13,64.32526182,-22.01755307
ISL1273,ISL,1273,Höfn,HOFN,1850,1808,1767,46.93,20.06,24.73,-4.67,-4.69,-5.22,0.52,64.26752459,-15.20021756
SWE1275,SWE,1275,Dorotea,DOROTEA,1978,1804,1645,72.16,21.41,21.73,-0.31,6.23,6.00,0.23,64.2658082,16.41370481
ISL1285,ISL,1285,Reykjavík,REYKJAVIK,144117,158067,174294,454.47,24.30,24.87,-0.58,0.71,0.61,0.11,64.11785088,-21.7748005
SWE1295,SWE,1295,Vindeln,VINDELN,2574,2513,2453,73.98,22.30,22.03,0.26,7.94,7.58,0.36,64.20575708,19.70950395
GRL1297,GRL,1297,Nuuk,NUUK,12217,12849,13513,33.47,16.58,13.78,2.80,1.23,0.93,0.30,64.1726966,-51.68015794
SWE1301,SWE,1301,Robertsfors,ROBERTSFORS,2509,2260,2036,54.96,21.72,21.23,0.49,7.90,7.79,0.11,64.18573078,20.8746226
SWE1310,SWE,1310,Åsele,ASELE,2350,2211,2080,69.98,22.40,21.79,0.61,7.49,7.04,0.45,64.16371994,17.34707265
FIN1319,FIN,1319,Sotkamo,SOTKAMO,11603,11477,11106,180.14,23.98,23.52,0.46,8.08,7.48,0.60,64.13474453,28.2782504
FIN1322,FIN,1322,Kuhmo,KUHMO,12878,12356,11167,112.12,22.80,22.60,0.21,7.56,7.18,0.38,64.12301493,29.51568289
FIN1333,FIN,1333,Ylivieska,YLIVIESKA,9053,9753,10508,204.32,21.83,21.98,-0.15,7.04,6.60,0.44,64.06065116,24.58543817
NOR1338,NOR,1338,Steinkjer,STEINKJER,26446,27414,28535,566.69,22.30,22.38,-0.08,3.96,4.06,-0.10,63.85270681,11.44264934
ISL1342,ISL,1342,Keflavík,KEFLAVIK,11803,12514,13271,200.74,21.39,23.54,-2.15,2.52,2.85,-0.34,63.97872352,-22.57123587
NOR1343,NOR,1343,Malm,MALM,1374,1321,1244,35.68,23.47,22.76,0.72,3.06,4.62,-1.56,64.07010753,11.22943304
ISL1359,ISL,1359,Selfoss,SELFOSS,5028,5720,6507,162.50,24.79,23.62,1.17,1.99,1.52,0.47,63.97365918,-21.11615003
RUS1365,RUS,1365,Onega,ONEGA,25121,25083,24800,131.35,24.31,25.10,-0.79,9.74,9.87,-0.13,63.93025285,38.09180423
SWE1371,SWE,1371,Umeå,UMEA,68972,77148,79597,914.66,23.28,22.56,0.72,8.68,8.58,0.10,63.84646873,20.13756668
FIN1381,FIN,1381,Nivala,NIVALA,11249,11379,11079,147.26,23.21,22.78,0.44,7.25,6.83,0.42,63.91069012,24.97247078
NOR1384,NOR,1384,Å,A,1218,1171,1103,14.31,20.59,22.10,-1.50,3.42,2.85,0.56,63.95969257,10.22641962
SWE1387,SWE,1387,Bjurholm,BJURHOLM,1102,1076,1051,28.68,22.70,22.05,0.65,7.49,7.71,-0.22,63.93146812,19.22301833
FIN1388,FIN,1388,Kokkola,KOKKOLA,51885,53408,53249,669.68,23.25,22.29,0.96,9.58,9.87,-0.29,63.76376323,23.0435547
USA1391,USA,1391,Healy,HEALY,487,698,1000,95.59,23.98,23.39,0.59,6.07,5.91,0.16,63.89481058,-148.9910911
ISL1407,ISL,1407,Grindavík,GRINDAVIK,1984,2137,2302,40.72,26.07,25.41,0.66,-0.63,2.29,-2.92,63.85576844,-22.44749517
ISL1408,ISL,1408,?orlákshöfn,?ORLAKSHOFN,1173,1244,1318,14.48,26.52,27.39,-0.88,0.09,0.66,-0.57,63.86365596,-21.396515
RUS1424,RUS,1424,Segezha,SEGEZHA,35048,34995,34600,90.22,23.84,22.48,1.36,9.52,10.25,-0.73,63.74733421,34.2928567
CAN1426,CAN,1426,Iqaluit,IQALUIT,4497,4825,5165,76.25,25.61,23.87,1.74,1.80,0.74,1.06,63.76763318,-68.49928944
NOR1430,NOR,1430,Brekstad,BREKSTAD,3219,3096,2914,98.94,22.24,19.76,2.48,6.12,6.62,-0.51,63.73885589,9.742744015
NOR1452,NOR,1452,Leksvik,LEKSVIK,1142,1098,1034,32.89,21.51,20.72,0.79,2.76,4.94,-2.18,63.68873887,10.6077503
SWE1457,SWE,1457,Hörnefors,HORNEFORS,2597,2585,2573,71.77,23.28,22.62,0.66,8.88,8.88,-0.01,63.64871278,19.93305951
RUS1458,RUS,1458,Uhta,UHTA,142311,139332,136120,764.17,26.41,25.91,0.49,7.17,6.25,0.92,63.55535081,53.72834782
FIN1463,FIN,1463,Iisalmi,IISALMI,15729,15815,15902,213.03,23.07,23.06,0.02,8.43,7.65,0.78,63.56836281,27.2170641
SWE1464,SWE,1464,Hammerdal,HAMMERDAL,1231,1178,1127,114.68,21.04,21.09,-0.06,4.83,4.53,0.30,63.58763666,15.3147912
NOR1476,NOR,1476,Trondheim,TRONDHEIM,158942,165482,172647,1504.27,21.68,22.31,-0.63,4.99,4.66,0.34,63.30938267,10.32935083
SWE1479,SWE,1479,Nordmaling,NORDMALING,2895,2773,2656,89.41,22.35,21.57,0.78,8.41,9.04,-0.63,63.5600103,19.44398598
ISL1511,ISL,1511,Vestmannaeyjar,VESTMANNAEYJAR,5123,4809,4515,12.50,18.07,15.82,2.25,2.34,6.48,-4.14,63.43343172,-20.27194185
SWE1519,SWE,1519,Örnsköldsvik,ORNSKOLDSVIK,32395,31244,29992,695.38,23.20,22.02,1.18,9.41,9.33,0.07,63.29979581,18.55686768
SWE1522,SWE,1522,Lit,LIT,1208,1136,1068,168.03,21.13,21.23,-0.11,4.63,4.23,0.39,63.35713503,14.85598503
SWE1525,SWE,1525,Järpen,JARPEN,1868,1645,1449,328.59,21.40,20.96,0.44,3.43,2.47,0.96,63.36778714,13.17404429
SWE1537,SWE,1537,Östersund,OSTERSUND,47523,48676,47471,845.00,21.25,20.72,0.54,6.00,6.38,-0.38,63.15556233,14.56105553
SWE1544,SWE,1544,Husum,HUSUM,2366,2039,1757,69.89,21.37,21.09,0.28,9.41,9.74,-0.33,63.34074341,19.12295805
FIN1545,FIN,1545,Lieksa,LIEKSA,17527,16752,15208,146.70,23.26,23.31,-0.05,8.08,8.66,-0.58,63.32258407,30.06294449
USA1548,USA,1548,Tok,TOK,935,1141,1393,54.70,25.77,25.05,0.72,2.38,3.85,-1.46,63.34099761,-142.9807519
NOR1562,NOR,1562,Kyrksæter?ra,KYRKSAETERORA,2127,2241,2387,43.14,22.42,22.45,-0.04,3.29,1.66,1.62,63.29357384,9.077636915
SWE1573,SWE,1573,Sollefteå,SOLLEFTEA,9891,9283,8712,293.24,22.53,22.05,0.48,8.09,7.67,0.42,63.18209665,17.17692208
FIN1596,FIN,1596,Vaasa,VAASA,72870,75436,77704,714.07,23.74,22.70,1.05,8.37,9.15,-0.79,63.04582538,21.84782614
NOR1598,NOR,1598,Kristiansund,KRISTIANSUND,18896,18866,18863,215.13,19.97,19.48,0.49,4.50,5.52,-1.02,63.06940322,7.810665536
SWE1606,SWE,1606,Hammarstrand,HAMMARSTRAND,1400,1267,1147,139.32,21.84,21.19,0.64,7.41,7.10,0.31,63.12826372,16.27595556
FIN1610,FIN,1610,Kuopio,KUOPIO,82311,86239,88435,632.21,23.31,22.58,0.73,9.54,10.24,-0.69,62.947731,27.65669399
SWE1612,SWE,1612,Kramfors,KRAMFORS,10604,9670,8820,460.70,22.96,22.23,0.73,10.22,9.68,0.54,62.93226873,17.83422171
NOR1653,NOR,1653,Skei/Surnadals?ra,SKEISURNADALSORA,1794,1891,2014,56.59,23.88,24.23,-0.36,2.30,2.37,-0.07,62.97712332,8.709749028
FIN1655,FIN,1655,Sein?joki,SEINAJOKI,70502,72751,73994,641.79,24.43,23.93,0.49,7.84,7.30,0.54,62.77790859,22.73796738
NOR1663,NOR,1663,Eide,EIDE,1259,1210,1140,68.86,20.65,21.46,-0.81,5.35,4.96,0.40,62.93095088,7.400066791
NOR1689,NOR,1689,Tingvollvågen,TINGVOLLVAGEN,1169,1124,1059,43.56,21.94,20.41,1.53,4.55,5.02,-0.47,62.91388695,8.232242695
NOR1701,NOR,1701,Molde,MOLDE,19657,20417,21215,359.66,22.57,21.14,1.43,5.29,4.89,0.40,62.788762,7.251433691
CAN1716,CAN,1716,Rankin Inlet,RANKININLET,1870,2006,2148,21.92,21.98,23.52,-1.54,4.17,4.01,0.17,62.82191925,-92.12277756
FIN1737,FIN,1737,Joensuu,JOENSUU,68788,72450,74789,588.30,24.63,23.23,1.40,9.94,11.93,-1.99,62.60609559,29.75688933
NOR1763,NOR,1763,Sunndals?ra,SUNNDALSORA,3590,3783,4029,109.64,21.38,22.34,-0.96,3.32,2.52,0.80,62.66238051,8.620373064
SWE1765,SWE,1765,Härnösand,HARNOSAND,20474,19185,17977,158.91,22.77,21.73,1.04,9.99,10.23,-0.24,62.64991175,17.89024418
FIN1783,FIN,1783,??nekoski,AANEKOSKI,9054,9329,9613,206.30,22.30,22.25,0.05,10.55,10.12,0.43,62.57720118,25.76501044
NOR1786,NOR,1786,Vestnes,VESTNES,1793,1889,2012,56.18,20.39,21.79,-1.40,6.09,5.62,0.47,62.58451277,7.114949188
NOR1787,NOR,1787,Oppdal,OPPDAL,3083,3248,3460,129.17,23.91,23.80,0.11,3.57,3.25,0.32,62.60824009,9.677833288
SWE1798,SWE,1798,Sundsvall,SUNDSVALL,83182,80320,78568,908.80,23.61,22.16,1.46,9.30,9.27,0.03,62.42041207,17.27437333
RUS1803,RUS,1803,Mirnyj,MIRNYJ,36567,36512,36100,256.52,26.34,27.65,-1.31,5.24,3.87,1.36,62.53778527,113.9829161
NOR1804,NOR,1804,Brattvåg,BRATTVAG,1819,1916,2041,31.22,19.96,19.15,0.80,5.50,6.03,-0.53,62.59268373,6.445832717
NOR1805,NOR,1805,Tomra,TOMRA,1341,1290,1214,66.42,22.82,22.15,0.67,7.81,7.19,0.62,62.57539637,6.940393923
NOR1806,NOR,1806,R?ros,ROROS,2985,3145,3350,195.18,22.05,22.45,-0.40,2.37,2.20,0.17,62.54381082,11.28478629
NOR1810,NOR,1810,Åndalsnes,ANDALSNES,3173,3217,3265,88.56,22.16,22.67,-0.51,2.62,2.93,-0.31,62.56313014,7.737732256
NOR1814,NOR,1814,Ålesund,ALESUND,48672,53750,59622,532.08,20.78,19.76,1.03,5.27,5.78,-0.51,62.39118419,6.112377923
NOR1827,NOR,1827,Skodje,SKODJE,4821,4635,4365,104.88,21.70,21.37,0.33,6.92,7.08,-0.16,62.50652242,6.712986994
SWE1828,SWE,1828,Fränsta,FRANSTA,1560,1435,1320,501.30,23.56,22.30,1.25,8.01,7.85,0.16,62.48070399,16.02419821
CAN1840,CAN,1840,Yellowknife,YELLOWKNIFE,13789,14794,15838,199.81,27.02,24.68,2.33,8.12,8.90,-0.78,62.45776779,-114.4027417
FIN1842,FIN,1842,Leppavirta,LEPPAVIRTA,11670,11592,11085,96.19,23.30,22.97,0.33,11.27,11.61,-0.34,62.47934161,27.73185737
FIN1852,FIN,1852,Kauhajoki,KAUHAJOKI,15643,15420,14831,107.69,23.27,23.57,-0.30,7.04,6.83,0.21,62.43232275,22.19314987
FIN1856,FIN,1856,Jyv?skyl?,JYVASKYLA,99895,106495,115058,697.92,22.76,21.81,0.95,10.75,10.93,-0.18,62.28772243,25.7503902
FIN1890,FIN,1890,Varkaus,VARKAUS,20203,20105,20009,338.09,24.30,23.50,0.80,10.33,11.47,-1.14,62.27599536,27.85604075
FIN1894,FIN,1894,Pieks?m?ki,PIEKSAMAKI,16569,15962,15378,183.06,23.12,22.83,0.29,10.09,9.48,0.61,62.30617288,27.13838999
NOR1904,NOR,1904,Stranda,STRANDA,2181,2298,2448,106.94,24.16,22.47,1.69,3.35,4.02,-0.67,62.30480924,6.852271283
NOR1914,NOR,1914,Tynset,TYNSET,2050,2160,2301,125.82,22.19,22.37,-0.18,5.04,3.81,1.24,62.2780391,10.76140776
FIN1923,FIN,1923,Keuruu,KEURUU,12663,12405,11870,102.07,22.79,22.69,0.10,10.38,10.01,0.37,62.24832296,24.71354608
FRO1935,FRO,1935,Tórshavn,TORSHAVN,23417,22012,26759,337.90,18.95,17.21,1.75,0.94,1.83,-0.89,62.13440597,-6.791815894
RUS1940,RUS,1940,Jakutsk,JAKUTSK,188641,197068,205870,753.92,28.00,27.02,0.98,8.08,7.47,0.61,62.04116547,129.7027861
RUS1941,RUS,1941,Kondopoga,KONDOPOGA,37175,37119,36700,176.31,24.65,24.10,0.55,9.70,10.17,-0.47,62.19502553,34.24317933
NOR1948,NOR,1948,?rsta,ORSTA,9927,10459,11141,167.50,23.09,21.48,1.60,4.27,4.26,0.01,62.17248511,6.150092646
FRO1969,FRO,1969,Vestmanna,VESTMANNA,1045,982,1194,40.24,21.36,19.37,1.98,0.72,0.74,-0.02,62.14804845,-7.139427948
FIN1975,FIN,1975,Kitee,KITEE,11350,11058,10412,172.19,24.76,23.95,0.81,10.83,11.04,-0.22,62.105565,30.05755105
NOR2000,NOR,2000,Dombås,DOMBAS,1227,1180,1111,118.71,23.28,25.17,-1.89,2.30,1.93,0.37,62.05237513,9.167351374
SWE2011,SWE,2011,Gnarp,GNARP,1248,1127,1018,64.79,23.65,23.63,0.02,8.66,9.11,-0.45,62.05283709,17.25736735
SWE2016,SWE,2016,Sveg,SVEG,2903,2812,2724,120.39,22.47,21.34,1.13,6.56,7.03,-0.47,62.03484483,14.36402573
GRL2029,GRL,2029,Paamiut,PAAMIUT,2219,2059,1911,20.35,19.39,13.57,5.81,-6.56,-0.95,-5.61,62.00139606,-49.64979839
NOR2038,NOR,2038,Mål?y,MALOY,2670,2813,2997,75.15,22.00,20.43,1.57,6.22,7.24,-1.02,61.94890253,5.12914221
NOR2043,NOR,2043,Nordfjordeid,NORDFJORDEID,2181,2298,2448,103.57,23.96,21.88,2.08,2.54,4.02,-1.48,61.92602181,5.963796109
FIN2045,FIN,2045,J?ms?,JAMSA,15894,16124,15537,280.36,23.52,22.19,1.33,10.29,10.39,-0.10,61.87715946,25.22029603
RUS2049,RUS,2049,Petrozavodsk,PETROZAVODSK,270628,268774,266933,451.94,24.11,22.86,1.25,10.48,11.42,-0.94,61.82605545,34.25456052
FIN2055,FIN,2055,Savonlinna,SAVONLINNA,23998,24650,23861,225.99,23.65,23.01,0.64,10.56,12.51,-1.95,61.88728913,29.00601239
NOR2057,NOR,2057,Stryn,STRYN,2199,2114,1991,85.32,22.55,21.84,0.71,2.02,2.21,-0.18,61.88296601,6.766281629
RUS2060,RUS,2060,Syktyvkar,SYKTYVKAR,220754,224560,228432,771.00,26.26,25.33,0.93,9.58,8.94,0.65,61.72120316,50.7847849
NOR2079,NOR,2079,Vågåmo,VAGAMO,1654,1590,1497,37.33,23.11,23.25,-0.14,5.92,3.83,2.09,61.8719188,9.112872129
SWE2083,SWE,2083,Järvsö,JARVSO,1671,1568,1471,238.47,23.29,22.57,0.72,8.10,7.76,0.33,61.79111323,16.11624209
FIN2090,FIN,2090,Kankaanp??,KANKAANPAA,13532,13466,13018,107.06,24.25,23.95,0.30,7.97,7.64,0.32,61.81652065,22.42319235
SWE2099,SWE,2099,Färila,FARILA,1661,1533,1415,93.72,23.37,23.06,0.31,6.91,7.27,-0.35,61.80344826,15.82371166
SWE2100,SWE,2100,Delsbo,DELSBO,2592,2439,2295,55.14,23.44,22.51,0.93,9.33,9.76,-0.44,61.80608262,16.56526893
NOR2110,NOR,2110,Otta,OTTA,1761,1693,1594,91.38,23.21,23.74,-0.52,6.48,3.89,2.59,61.7713459,9.539825617
SWE2111,SWE,2111,Hudiksvall,HUDIKSVALL,21754,20877,20048,377.21,24.38,23.02,1.36,9.84,10.34,-0.50,61.70059559,17.05831427
NOR2118,NOR,2118,Sandane,SANDANE,1774,1869,1991,53.20,22.33,22.18,0.16,4.21,4.01,0.20,61.77062035,6.214417947
NOR2120,NOR,2120,Svelgen,SVELGEN,1361,1308,1232,28.53,23.27,22.77,0.50,6.60,6.36,0.24,61.76760358,5.303932572
USA2123,USA,2123,Willow,WILLOW,285,687,1658,31.70,25.09,24.43,0.66,12.20,11.05,1.15,61.75235658,-150.0544887
RUS2127,RUS,2127,Sortavala,SORTAVALA,20866,20835,20600,100.88,24.99,23.34,1.65,10.91,10.52,0.39,61.71685942,30.68034111
FIN2134,FIN,2134,Mikkeli,MIKKELI,34070,35566,35793,300.55,23.35,22.91,0.44,10.66,11.05,-0.39,61.67613067,27.22944182
USA2135,USA,2135,Anchorage,ANCHORAGE,486285,528435,572916,2584.08,25.23,24.34,0.88,4.17,1.15,3.02,61.35653925,-149.6303048
RUS2145,RUS,2145,Njandoma,NJANDOMA,26032,25993,25700,143.49,24.41,23.21,1.20,7.40,7.49,-0.09,61.65652942,40.22191393
NOR2150,NOR,2150,Vinstra,VINSTRA,3654,3709,3769,358.51,23.34,23.23,0.11,6.41,4.71,1.70,61.55770502,9.952972492
FIN2155,FIN,2155,Pori,PORI,89255,87944,97030,574.97,24.35,22.84,1.51,9.48,10.02,-0.54,61.45654086,21.87104691
FIN2159,FIN,2159,Tampere,TAMPERE,327976,343318,386255,991.99,24.01,22.91,1.10,10.99,11.94,-0.95,61.44839804,23.78872095
NOR2162,NOR,2162,Flor?,FLORO,7011,7387,7869,36.66,20.76,20.53,0.24,7.82,7.61,0.21,61.60972709,5.078832101
FRO2169,FRO,2169,Vágs,VAGS,2179,2048,2490,106.88,18.91,14.83,4.08,-0.06,1.64,-1.70,61.53788632,-6.843775697
NOR2172,NOR,2172,Koppang,KOPPANG,1393,1340,1262,66.84,25.49,24.43,1.05,7.33,6.59,0.73,61.57377643,11.03215475
USA2194,USA,2194,Hooper Bay,HOOPERBAY,845,926,1014,10.23,19.89,21.40,-1.52,2.81,3.13,-0.33,61.53449271,-166.1061647
SWE2195,SWE,2195,Bollnäs,BOLLNAS,24500,22954,21506,475.48,23.10,22.44,0.65,8.76,8.79,-0.03,61.37768414,16.17973788
NOR2201,NOR,2201,F?rde,FORDE,8576,8923,9359,146.87,23.45,23.98,-0.53,2.83,3.26,-0.43,61.45346249,5.830431615
SWE2229,SWE,2229,Söderhamn,SODERHAMN,20603,19329,18170,351.20,23.73,22.36,1.36,9.64,10.83,-1.19,61.28769763,16.9983841
FIN2243,FIN,2243,Vammala,VAMMALA,10142,10256,10373,264.86,24.00,23.17,0.84,9.55,9.32,0.22,61.27104527,22.78464223
NOR2249,NOR,2249,?vre Årdal,OVREARDAL,3040,3203,3412,79.12,23.01,22.63,0.38,1.30,2.37,-1.07,61.32254503,7.811859825
RUS2251,RUS,2251,Kotlas,KOTLAS,108691,109753,110400,666.34,27.18,26.15,1.03,8.90,8.69,0.21,61.27242441,46.88544257
NOR2258,NOR,2258,Lillehammer,LILLEHAMMER,16754,17622,18534,522.90,23.62,23.19,0.43,6.83,6.23,0.61,61.19262987,10.37493022
FIN2264,FIN,2264,Lappeenranta,LAPPEENRANTA,94099,93224,94611,786.02,24.62,23.32,1.30,11.73,12.28,-0.55,61.11197161,28.46706324
FIN2268,FIN,2268,Lahden,LAHDEN,153493,156140,158459,776.59,23.47,22.90,0.57,11.73,11.66,0.07,61.0494712,25.78419019
NOR2277,NOR,2277,Sogndalsfj?ra,SOGNDALSFJORA,2386,2514,2678,131.46,22.69,21.44,1.25,6.31,6.67,-0.36,61.21046746,7.111917542
SWE2279,SWE,2279,Älvdalen,ALVDALEN,2110,1980,1858,165.96,22.26,22.08,0.18,7.94,7.81,0.13,61.18414888,14.10532221
SWE2280,SWE,2280,Kilafors,KILAFORS,1265,1206,1150,79.89,23.56,23.12,0.44,10.23,10.10,0.13,61.22909675,16.61145527
NOR2284,NOR,2284,Årdalstangen,ARDALSTANGEN,1747,1679,1581,44.27,22.54,23.24,-0.69,5.34,3.27,2.07,61.23918373,7.702000789
NOR2288,NOR,2288,H?yanger,HOYANGER,1945,2049,2183,44.37,23.85,22.84,1.02,5.19,6.06,-0.87,61.22563903,6.080702606
FIN2297,FIN,2297,Rauma,RAUMA,34106,33617,35163,217.49,23.25,22.26,0.99,10.44,10.64,-0.20,61.13605698,21.58332029
